STREET ID,STREET,FROM,TO,PCI
763,FULTON STREET,KINGSLEY AVENUE,MELVILLE AVENUE,76
764,FULTON STREET,EMBARCADERO  ROAD,TENNYSON AVENUE,41
765,FULTON STREET,TENNYSON AVENUE,SEALE AVENUE,73
766,GAILEN AVENUE,GROVE AVENUE,GAILEN CUL-DE- SAC,97
767,GAILEN AVENUE,GAILEN CUL-DE-SAC,GAILEN COURT,97
768,GAILEN AVENUE,GAILEN COURT,LOUIS ROAD,97
769,GAILEN AVENUE,LOUIS ROAD,BIBBITS DRIVE,97
770,GAILEN COURT,GAILEN AVENUE,END,97
771,GAILEN COURT,GAILEN AVENUE,END,97
772,GARLAND DRIVE,MIDDLEFIELD ROAD,GARLAND CUL-DE- SAC1,97
773,GARLAND DRIVE,GARLAND CUL-DE- SAC1,GARLAND CUL-DE- SAC2,97
774,GARLAND DRIVE,GARLAND CUL-DE- SAC2,ROSS ROAD,97
775,GARLAND DRIVE,ROSS ROAD,GARLAND CUL-DE- SAC3,93
776,GARLAND DRIVE,GARLAND CUL-DE- SAC3,GARLAND CUL-DE- SAC4,97
777,GARLAND DRIVE,GARLAND CUL-DE- SAC4,LOUIS ROAD,97
778,GARLAND DRIVE,GARLAND DRIVE,END,93
779,GARLAND DRIVE,GARLAND DRIVE,END,93
780,GARLAND DRIVE,GARLAND DRIVE,END,93
781,GARLAND DRIVE,GARLAND DRIVE,END,93
782,GARY COURT,COWPER STREET,END,85
783,GASPAR COURT,COLORADO AVENUE,END,82
784,GENEVIEVE COURT,MADDUX DRIVE,END,85
785,GENG ROAD,EMBARCADERO  ROAD,END,72
786,GEORGE HOOD  LANE,WILKIE WAY,END,92
787,GEORGIA AVENUE,ARASTRADERO  ROAD,WALLIS COURT,97
788,GEORGIA AVENUE,WALLIS COURT,CROSBY PLACE,92
789,GEORGIA AVENUE,CROSBY PLACE,HUBBARTT DRIVE,92
790,GEORGIA AVENUE,HUBBARTT DRIVE,DONALD DRIVE,83
791,GEORGIA AVENUE,DONALD DRIVE,END,91
792,GEORGIA AVENUE,AMARANTA AVENUE,"END, SOUTH",63
793,GEORGIA AVENUE,AMARANTA AVENUE,ABEL AVENUE,93
794,GEORGIA AVENUE,ABEL AVENUE,BAKER AVENUE,93
795,GEORGIA AVENUE,BAKER AVENUE,"END, NORTH",93
796,GILMAN STREET,HAMILTON AVENUE,FOREST AVENUE,96
797,GLENBROOK DRIVE,POMONA AVENUE,"END, SOUTH",93
798,GLENBROOK DRIVE,POMONA AVENUE,LOS PALOS  AVENUE,93
799,GLENBROOK DRIVE,LOS PALOS AVENUE,"END, NORTH",93
800,GRANT AVENUE,EL CAMINO REAL,ASH STREET,92
801,GRANT AVENUE,ASH STREET,BIRCH STREET,92
802,GRANT AVENUE,BIRCH STREET,PARK BOULEVARD,90
803,GRANT AVENUE,PARK BOULEVARD,END,74
804,GREENMEADOW  WAY,ALMA STREET,PARKSIDE DRIVE,97
805,GREENMEADOW  WAY,PARKSIDE DRIVE,END,97
806,EAST GREENWICH  PLACE,NEWELL ROAD,END,91
807,WEST GREENWICH  PLACE,NEWELL ROAD,END,93
808,GREENWOOD  AVENUE,MELVILLE AVENUE,HARRIET STREET,73
809,GREENWOOD  AVENUE,HARRIET STREET,HUTCHINSON  AVENUE,77
810,GREENWOOD  AVENUE,HUTCHINSON  AVENUE,NEWELL ROAD,92
811,GREER ROAD,EDGEWOOD DRIVE,WILDWOOD LANE,96
812,GREER ROAD,WILDWOOD LANE,IVY LANE,97
813,GREER ROAD,IVY LANE,CHANNING AVENUE,94
814,GREER ROAD,CHANNING AVENUE,TULIP LANE,97
815,GREER ROAD,TULIP LANE,TULIP LANE,97
816,GREER ROAD,TULIP LANE,EMBARCADERO  ROAD,97
817,GREER ROAD,EMBARCADERO  ROAD,NORTH CALIFORNIA  AVENUE,97
818,GREER ROAD,NORTH CALIFORNIA  AVENUE,ELSINORE DRIVE,93
819,GREER ROAD,ELSINORE DRIVE,BLAIR COURT,97
820,GREER ROAD,BLAIR COURT,OREGON  EXPRESSWAY,97
821,GREER ROAD,OREGON  EXPRESSWAY,GREER CUL-DE- SAC1,97
822,GREER ROAD,GREER CUL-DE- SAC1,GREER CUL-DE- SAC2,97
823,GREER ROAD,GREER CUL-DE- SAC2,MORENO AVENUE,97
824,GREER ROAD,MORENO AVENUE,COLONIAL LANE,97
825,GREER ROAD,COLONIAL LANE,AMARILLO AVENUE,97
826,GREER ROAD,AMARILLO AVENUE,METRO CIRCLE,97
827,GREER ROAD,METRO CIRCLE,VAN AUKEN CIRCLE,97
828,GREER ROAD,VAN AUKEN CIRCLE,MOFFETT CIRCLE,97
829,GREER ROAD,MOFFETT CIRCLE,LAWRENCE LANE,97
830,GREER ROAD,LAWRENCE LANE,COLORADO  AVENUE,97
831,GREER ROAD,COLORADO AVENUE,MADDUX DRIVE,97
832,GREER ROAD,MADDUX DRIVE,GREER CUL-DE- SAC5,97
833,GREER ROAD,GREER CUL-DE- SAC5,MORRIS DRIVE,97
834,GREER ROAD,MORRIS DRIVE,LOMA VERDE  AVENUE,97
835,GREER ROAD,LOMA VERDE  AVENUE,KENNETH DRIVE,97
836,GREER ROAD,KENNETH DRIVE,THOMAS DRIVE,97
837,GREER ROAD,THOMAS DRIVE,JANICE WAY,97
838,GREER ROAD,JANICE WAY,THOMAS DRIVE,97
839,GREER ROAD,THOMAS DRIVE,KENNETH DRIVE,97
840,GREER ROAD,KENNETH DRIVE,JANICE WAY,97
841,GREER ROAD,JANICE WAY,LOUIS ROAD,97
842,GREER ROAD,LOUIS ROAD,END,93
843,GREER ROAD,GREER ROAD,END,92
844,GREER ROAD,GREER ROAD,END,84
845,GREER ROAD,GREER ROAD,END,92
846,GREER ROAD,GREER ROAD,END,92
847,GREER ROAD,GREER ROAD,END,92
848,GREER ROAD,GREER ROAD,END,91
849,GREER ROAD,GREER ROAD,END,93
850,GREER ROAD,GREER ROAD,END,93
851,GROVE AVENUE,EAST MEADOW  DRIVE,MAYVIEW AVENUE,88
852,GROVE AVENUE,MAYVIEW AVENUE,GROVE CUL-DE- SAC1,89
853,GROVE AVENUE,GROVE CUL-DE- SAC1,GAILEN AVENUE,92
854,GROVE AVENUE,GAILEN AVENUE,GROVE CUL-DE- SAC2,97
855,GROVE AVENUE,GROVE CUL-DE- SAC2,E. CHARLESTON  ROAD,96
856,GROVE AVENUE,GROVE AVENUE,END,88
857,GROVE AVENUE,GROVE AVENUE,END,88
858,GUINDA STREET,PALO ALTO AVENUE,LYTTON AVENUE,91
859,GUINDA STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,91
860,GUINDA STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,91
861,GUINDA STREET,HAMILTON AVENUE,FOREST AVENUE,86
862,GUINDA STREET,FOREST AVENUE,HOMER AVENUE,91
863,GUINDA STREET,HOMER AVENUE,CHANNING AVENUE,69
864,GUINDA STREET,CHANNING AVENUE,ADDISON AVENUE,85
865,GUINDA STREET,ADDISON AVENUE,LINCOLN AVENUE,100
866,GUINDA STREET,LINCOLN AVENUE,KINGSLEY AVENUE,100
867,GUINDA STREET,KINSLEY AVENUE,MELVILLE AVENUE,57
868,GUINDA STREET,EMBARCADERO  ROAD,SEALE AVENUE,75
869,HALE STREET,PALO ALTO AVENUE,UNIVERSITY  AVENUE,100
870,HALE STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,91
871,HALE STREET,HAMITON AVENUE,FOREST AVENUE,92
872,HAMILTON AVENUE,ALMA STREET,HIGH STREET,86
873,HAMILTON AVENUE,HIGH STREET,EMERSON STREET,77
874,HAMILTON AVENUE,EMERSON STREET,RAMONA STREET,77
875,HAMILTON AVENUE,RAMONA STREET,BRYANT STREET,89
876,HAMILTON AVENUE,BRYANT STREET,GILMAN STREET,89
877,HAMILTON AVENUE,GILMAN STREET,WAVERELY STREET,69
878,HAMILTON AVENUE,WAVERELY STREET,COWPER STREET,85
879,HAMILTON AVENUE,COWPER STREET,WEBSTER STREET,62
880,HAMILTON AVENUE,WEBSTER STREET,BYRON STREET,91
881,HAMILTON AVENUE,BYRON STREET,MIDDLEFIELD ROAD,91
882,HAMILTON AVENUE,MIDDLEFIELD ROAD,FULTON STREET,88
883,HAMILTON AVENUE,FULTON STREET,GUINDA STREET,89
884,HAMILTON AVENUE,GUINDA STREET,SENECA STREET,89
885,HAMILTON AVENUE,SENECA STREET,HALE STREET,88
886,HAMILTON AVENUE,HALE STREET,CHAUCER STREET,97
887,HAMILTON AVENUE,CHAUCER STREET,HAMILTON COURT,95
888,HAMILTON AVENUE,HAMILTON COURT,LINCOLN AVENUE,97
889,HAMILTON AVENUE,LINCOLN AVENUE,CRESCENT DRIVE,97
890,HAMILTON AVENUE,CRESCENT DRIVE,CENTER DRIVE,97
891,HAMILTON AVENUE,CENTER DRIVE,ISLAND DRIVE,93
892,HAMILTON AVENUE,ISLAND DRIVE,NEWELL ROAD,93
893,HAMILTON AVENUE,NEWELL ROAD,MADISON WAY,95
894,HAMILTON AVENUE,MADISON WAY,JEFFERSON DRIVE,96
895,HAMILTON AVENUE,JEFFERSON DRIVE,ALESTER AVENUE,96
896,HAMILTON AVENUE,ALESTER AVENUE,PATRICIA LANE,96
897,HAMILTON AVENUE,PATRICIA LANE,JACKSON DRIVE,95
898,HAMILTON AVENUE,JACKSON DRIVE,RHODES DRIVE,93
899,HAMILTON AVENUE,RHODES DRIVE,GREER ROAD,95
900,HAMILTON COURT,HAMILTON AVENUE,END,79
901,HANOVER STREET,STANFORD AVENUE,COLLEGE AVENUE,88
902,HANOVER STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,90
903,HANOVER STREET,CALIFORNIA  AVENUE,PAGE MILL ROAD,91
904,HANOVER STREET,PAGE MILL ROAD,ANGLE,83
905,HANOVER STREET,ANGLE,HILLVIEW AVENUE,85
906,HANSEN WAY,PAGE MILL ROAD,RAILROAD TRACK,95
907,HANSEN WAY,RAILROAD TRACK,EL CAMINO REAL,96
908,HARKER AVENUE,MELVILLE AVENUE,HARRIET STREET,68
909,HARKER AVENUE,HARRIET STREET,HUTCHINSON  AVENUE,73
910,HARKER AVENUE,HUTCHINSON  AVENUE,CEDAR STREET,79
911,HARKER AVENUE,CEDAR STREET,NEWELL ROAD,47
912,HARRIET STREET,HOPKINS AVENUE,PARKINSON  AVENUE,93
913,HARRIET STREET,PARKINSON AVENUE,HARKER AVENUE,93
914,HARRIET STREET,HARKER AVENUE,GREENWOOD  AVENUE,93
915,HARRIET STREET,GREENWOOD  AVENUE,CHANNING AVENUE,93
916,HARVARD STREET,STANFORD AVENUE,COLLEGE AVENUE,84
917,HARVARD STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,79
918,HAWTHORNE  AVENUE,ALMA STREET,HIGH STREET,84
919,HAWTHORNE  AVENUE,HIGH STREET,EMERSON STREET,87
920,HAWTHORNE  AVENUE,EMERSON STREET,RAMONA STREET,41
921,HAWTHORNE  AVENUE,RAMONA STREET,BRYANT STREET,57
922,HAWTHORNE  AVENUE,BRYANT STREET,WAVERLEY STREET,40
923,HAWTHORNE  AVENUE,WAVERLEY STREET,KIPLING STREET,86
924,HAWTHORNE  AVENUE,KIPLING STREET,COWPER STREET,85
925,HAWTHORNE  AVENUE,COWPER STREET,TASSO STREET,52
926,HAWTHORNE  AVENUE,TASSO STREET,WEBSTER STREET,69
927,HAWTHORNE  AVENUE,WEBSTER STREET,BYRON STREET,91
928,HAWTHORNE  AVENUE,BYRON STREET,MIDDLEFIELD  STREET,81
929,HEATHER LANE,EMBARCADERO  ROAD,IRIS WAY,94
930,HEATHER LANE,IRIS WAY,CHANNING AVENUE,96
931,HEMLOCK COURT,PONCE DRIVE,END,97
932,HEMLOCK COURT,BRIARWOOD WAY,PONCE DRIVE,97
933,HIGGINS PLACE,COLORADO AVENUE,END,64
934,HIGH STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,81
935,HIGH STREET,EVERETT AVENUE,LYTTON AVENUE,72
936,HIGH STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,74
937,HIGH STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,85
938,HIGH STREET,HAMILTON AVENUE,FOREST AVENUE,97
939,HIGH STREET,FOREST AVENUE,HOMER AVENUE,96
940,HIGH STREET,HOMER AVENUE,CHANNING AVENUE,95
941,HIGH STREET,CHANNING AVENUE,ADDISON AVENUE,87
942,HIGH STREET,ADDISON AVENUE,LINCOLN AVENUE,85
943,HIGH STREET,LINCOLN AVENUE,EMBARCADERO  ROAD,92
944,HIGH STREET,SANTA RITA AVENUE,WASHINGTON  AVENUE,82
945,HIGH STREET,WASHINGTON  AVENUE,NORTH CALIFORNIA  AVENUE,68
946,HIGH STREET,NORTH CALIFORNIA  AVENUE,NEVADA AVENUE,97
947,HIGH STREET,NEVADA AVENUE,OREGON  EXPRESSWAY,97
948,HIGH STREET,COLORADO AVENUE,END,82
949,HILBAR LANE,RHODES DRIVE,RHODES DRIVE,89
950,HILLVIEW AVENUE,HANOVER STREET,FOOTHILL  EXPRESSWAY,96
951,HILLVIEW AVENUE,FOOTHILL  EXPRESSWAY,COYOTE HILL ROAD,90
952,HILLVIEW AVENUE,COYOTE HILL ROAD,ARASTRADERO  ROAD,61
953,HOLLY OAK DRIVE,AMES AVENUE,AMES AVENUE,83
954,HOMER AVENUE,ALMA STREET,HIGH STREET,90
955,HOMER AVENUE,HIGH STREET,EMERSON STREET,90
956,HOMER AVENUE,EMERSON STREET,RAMONA STREET,91
957,HOMER AVENUE,RAMONA STREET,BRYANT STREET,91
958,HOMER AVENUE,BRYANT STREET,WAVERLEY STREET,91
959,HOMER AVENUE,WAVERLEY STREET,KIPLING STREET,79
960,HOMER AVENUE,KIPLING STREET,COWPER STREET,87
961,HOMER AVENUE,COWPER STREET,LANE 56,85
962,HOMER AVENUE,LANE 56,WEBSTER STREET,85
963,HOMER AVENUE,WEBSTER STREET,MIDDLEFIELD ROAD,48
964,HOMER AVENUE,MIDDLEFIELD ROAD,GUINDA STREET,96
965,HOMER AVENUE,GUINDA STREET,BOYCE STREET,97
966,HOPKINS AVENUE,HARRIET STREET,WILSON STREET,93
967,HOPKINS AVENUE,WILSON STREET,CEDAR STREET,93
968,HOPKINS AVENUE,CEDAR STREET,PINE STREET,92
969,HOPKINS AVENUE,PINE STREET,NEWELL ROAD,92
970,HUBBARTT DRIVE,GEORGIA AVENUE,ARASTRADERO  ROAD,84
971,HUTCHINSON  AVENUE,HARKER AVENUE,GREENWOOD  AVENUE,86
972,HUTCHINSON  AVENUE,GREENWOOD  AVENUE,CHANNING AVENUE,67
973,ILIMA COURT,LAGUNA AVENUE,END,98
974,ILIMA WAY,LAGUNA AVENUE,MCGREGOR WAY,98
975,INDIAN DRIVE,OREGON  EXPRESSWAY,ARROWHEAD WAY,85
976,INDIAN DRIVE,ARROWHEAD WAY,CARDINAL WAY,85
977,INDIAN DRIVE,CARDINAL WAY,MORENO AVENUE,85
978,INDUSTRIAL  AVENUE,CHARLESTON ROAD,END,97
979,IRIS WAY,HEATHER LANE,PRIMROSE WAY,93
980,IRIS WAY,PRIMROSE WAY,PRIMROSE WAY,93
981,IRVEN COURT,ALTA MESA AVENUE,"END, WEST",85
982,IRVEN COURT,ALTA MESA AVENUE,"END, EAST",89
983,ISLAND DRIVE,EDGEWOOD DRIVE,HAMILTON AVENUE,99
984,IVY LANE,GREER ROAD,WILDWOOD LANE,96
985,JACKSON DRIVE,HAMILTON AVENUE,EDGEWOOD DRIVE,95
986,JAMES ROAD,EL CAMINO WAY,NARROW,91
987,JAMES ROAD,NARROW,WILKIE WAY,57
988,JANICE WAY,GREER ROAD,GREER ROAD,90
989,JEFFERSON DRIVE,HAMILTON AVENUE,MADISON WAY,89
990,JEFFERSON DRIVE,MADISON WAY,EDGEWOOD DRIVE,86
991,JORDAN PLACE,STANLEY WAY,END,93
992,JOSINA AVENUE,MATADERO AVENUE,KENDALL AVENUE,84
993,JOSINA AVENUE,KENDALL AVENUE,BARRON AVENUE,62
994,JULIE COURT,MATADERO AVENUE,END,47
995,KEATS COURT,MIDDLEFIELD ROAD,END,93
996,KELLOGG AVENUE,ALMA STREET,EMERSON STREET,100
997,KELLOGG AVENUE,EMERSON STREET,BRYANT STREET,100
998,KELLOGG AVENUE,BRYANT STREET,WAVERLEY STREET,100
999,KELLOGG AVENUE,COWPER STREET,TASSO STRET,100
1000,KELLOGG AVENUE,TASSO STREET,WEBSTER STREET,100
1001,KELLOGG AVENUE,WEBSTER STREET,BYRON STREET,100
1002,KELLOGG AVENUE,BYRON STREET,MIDDLEFIELD ROAD,100
1003,KELLY WAY,SUZANNE DRIVE,SUZANNE DRIVE,93
1004,KELLY WAY,MCKELLAR LANE,SUZANNE DRIVE,93
1005,KENDALL AVENUE,JOSINA AVENUE,LA DONNA STREET,98
1006,KENDALL AVENUE,LA DONNA STREET,WHITSELL STREET,93
1007,KENDALL AVENUE,WHITSELL STREET,EL CAMINO REAL,93
1008,KENNETH DRIVE,GREER ROAD,END,92
1009,KENNETH DRIVE,GREER ROAD,GREER ROAD,91
1010,KENT PLACE,CENTER DRIVE,END,58
1011,KING ARTHUR'S  COURT,ARASTRADERO  ROAD,END,93
1012,KINGS LANE,NEWELL ROAD,END,70
1013,KINGSLEY AVENUE,ALMA STREET,EMBARCADERO  ROAD,81
1014,KINGSLEY AVENUE,END,RAMONA STREET,61
1015,KINGSLEY AVENUE,RAMONA STREET,BRYANT STREET,68
1016,KINGSLEY AVENUE,BRYANT STREET,WAVERLEY STREET,64
1017,KINGSLEY AVENUE,WAVERLEY STREET,COWPER STREET,56
1018,KINGSLEY AVENUE,COWPER STREET,WEBSTER STREET,93
1019,KINGSLEY AVENUE,WEBSTER,BYRON,93
1020,KINGSLEY AVENUE,BYRON STREET,MIDDLEFIELD ROAD,93
1021,KINGSLEY AVENUE,MIDDLEFIELD  STREET,FULTON STREET,52
1022,KINGSLEY AVENUE,FULTON STREET,GUINDA STREET,50
1023,KIPLING STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,72
1024,KIPLING STREET,EVERETT AVENUE,LYTTON AVENUE,85
1025,KIPLING STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,75
1026,KIPLING STREET,HOMER AVENUE,CHANNING AVENUE,91
1027,KIPLING STREET,COLORADO AVENUE,EL DORADO  AVENUE,91
1028,KIPLING STREET,EL DORADO AVENUE,END,95
1029,KIPLING STREET,LOMA VERDE  AVENUE,EL VERANO  AVENUE,91
1030,KIPLING STREET,EL VERANO AVENUE,COWPER STREET,91
1031,KIPLING STREET,KIPLING STREET,END,97
1032,KIRBY PLACE,MARTIN AVENUE,END,91
1033,LA CALLE,BARRON AVENUE,"END, NORTH",100
1034,LA CALLE,"END, SOUTH",BARRON AVENUE,100
1035,LA DONNA STREET,KENDALL AVENUE,BARRON AVENUE,93
1036,LA DONNA STREET,BARRON AVENUE,PAUL AVENUE,62
1037,LA DONNA STREET,PAUL AVENUE,SAN JUDE AVENUE,54
1038,LA DONNA STREET,SAN JUDE AVENUE,LA PARA AVENUE,38
1039,LA DONNA STREET,LA PARA AVENUE,LOS ROBLES  AVENUE,55
1040,LAGUNA AVENUE,MATADERO AVENUE,LAGUNA COURT,96
1041,LAGUNA AVENUE,LAGUNA COURT,BARRON AVENUE,96
1042,LAGUNA AVENUE,BARRON AVENUE,LAGUNA OAKS  PLACE,96
1043,LAGUNA AVENUE,LAGUNA OAKS  PLACE,ILIMA WAY,96
1044,LAGUNA AVENUE,ILIMA WAY,SAN JUDE AVENUE,96
1045,LAGUNA AVENUE,SAN JUDE AVENUE,LA PARA AVENUE,96
1046,LAGUNA AVENUE,LA PARA AVENUE,SHAUNA LANE,96
1047,LAGUNA AVENUE,SHAUNA LANE,LOS ROBLES  AVENUE,96
1048,LAGUNA COURT,LAGUNA AVENUE,END,93
1049,LAGUNA OAKS  PLACE,LAGUNA AVENUE,END,93
1050,LAGUNA WAY,LOS ROBLES  AVENUE,END,93
1051,LA JENNIFER WAY,LA JENNIFER WAY,END,65
1052,LA JENNIFER WAY,LA JENNIFER WAY,END,66
1053,LA JENNIFER WAY,EL CENTRO STREET,END,72
1054,LA MATA WAY,MATADERO AVENUE,END,76
1055,LAMBERT AVENUE,EL CAMINO REAL,ASH STREET,63
1056,LAMBERT AVENUE,ASH STREET,BIRCH STREET,69
1057,LAMBERT AVENUE,BIRCH STREET,PARK BOULEVARD,64
1058,LA PARA AVENUE,LAGUNA AVENUE,EL CENTRO STREET,85
1059,LA PARA AVENUE,EL CENTRO STREET,LA DONNA STREET,75
1060,LA SELVA DRIVE,BARRON AVENUE,MILITARY WAY,82
1061,LA SELVA DRIVE,MILITARY WAY,MAGNOLIA DRIVE,55
1062,LAURA LANE,E. BAYSHORE ROAD,END,85
1063,LAUREL GLEN  DRIVE,ALEXIS DRIVE,END,95
1064,LAWRENCE LANE,GREER ROAD,END,96
1065,LAYNE COURT,MIDDLEFIELD ROAD,END,97
1066,LEGHORN STREET,SAN ANTONIO  AVENUE,CITY LIMITS,97
1067,LELAND AVENUE,EL CAMINO REAL,ASH STREET,89
1068,LELAND AVENUE,ASH STREET,BIRCH STREET,52
1069,LELAND AVENUE,BIRCH STREET,PARK BOULEVARD,54
1070,LINCOLN AVENUE,ALMA STREET,HIGH STREET,85
1071,LINCOLN AVENUE,HIGH STREET,EMERSON STREET,85
1072,LINCOLN AVENUE,EMERSON STREET,RAMONA STREET,85
1073,LINCOLN AVENUE,RAMONA STREET,BRYANT STREET,85
1074,LINCOLN AVENUE,BRYANT STREET,WAVERLEY STREET,97
1075,LINCOLN AVENUE,WAVERLEY STREET,COWPER STREET,97
1076,LINCOLN AVENUE,COWPER STREET,WEBSTER STREET,97
1077,LINCOLN AVENUE,WEBSTER STREET,BYRON STREET,97
1078,LINCOLN AVENUE,BYRON STREET,MIDDLEFIELD ROAD,97
1079,LINCOLN AVENUE,MIDDLEFIELD ROAD,FULTON STREET,88
1080,LINCOLN AVENUE,FULTON AVENUE,GUINDA STREET,91
1081,LINCOLN AVENUE,GUINDA STREET,CHANNING AVENUE,93
1082,LINCOLN AVENUE,CHANNING AVENUE,REGENT PLACE,87
1083,LINCOLN AVENUE,REGENT PLACE,SOMERSET PLACE,77
1084,LINCOLN AVENUE,SOMERSET PLACE,MARTIN AVENUE,76
1085,LINCOLN AVENUE,MARTIN AVENUE,FIFE AVENUE,84
1086,LINCOLN AVENUE,FIFE AVENUE,PITMAN AVENUE,84
1087,LINCOLN AVENUE,PITMAN AVENUE,FOREST AVENUE,88
1088,LINCOLN AVENUE,FOREST AVENUE,DANA AVENUE,81
1089,LINCOLN AVENUE,DANA AVENUE,HAMILTON AVENUE,87
1090,LINCOLN AVENUE,HAMILTON AVENUE,UNIVERSITY  AVENUE,80
1091,LINCOLN AVENUE,UNIVERSITY  AVENUE,END,88
1092,LINDERO DRIVE,ALMA STREET,STARR KING  CIRCLE,95
1093,LOIS LANE,STANLEY WAY,WALNUT DRIVE,65
1094,LOMA VERDE  AVENUE,LOMA VERDE  AVENUE,END,83
1095,LOMA VERDE  AVENUE,ALMA STREET,EMERSON STREET,90
1096,LOMA VERDE  AVENUE,EMERSON STREET,RAMONA STREET,86
1097,LOMA VERDE  AVENUE,RAMONA STREET,BRYANT STREET,90
1098,LOMA VERDE  AVENUE,BRYANT STREET,SOUTH COURT,87
1099,LOMA VERDE  AVENUE,SOUTH COURT,WAVERLEY STREET,87
1100,LOMA VERDE  AVENUE,WAVERLEY STREET,KIPLING STREET,87
1101,LOMA VERDE  AVENUE,KIPLING STREET,COWPER STREET,84
1102,LOMA VERDE  AVENUE,COWPER STREET,MACKALL WAY,85
1103,LOMA VERDE  AVENUE,MACKALL WAY,AVALON COURT,82
1104,LOMA VERDE  AVENUE,AVALON COURT,FLOWERS LANE,86
1105,LOMA VERDE  AVENUE,FLOWERS LANE,MIDDLEFIELD ROAD,90
1106,LOMA VERDE  AVENUE,MIDDLEFIELD ROAD,TORREYA COURT,95
1107,LOMA VERDE  AVENUE,TORREYA COURT,LOMA VERDE  PLACE,91
1108,LOMA VERDE  AVENUE,LOMA VERDE PLACE,ROSS ROAD,96
1109,LOMA VERDE  AVENUE,ROSS ROAD,MANCHESTER  COURT,88
1110,LOMA VERDE  AVENUE,MANCHESTER  COURT,DAVID AVENUE,88
1111,LOMA VERDE  AVENUE,DAVID AVENUE,MURRAY WAY,88
1112,LOMA VERDE  AVENUE,MURRAY WAY,LOMA VERDE CUL- DE-SAC,87
1113,LOMA VERDE  AVENUE,LOMA VERDE CUL- DE-SAC,LOUIS ROAD,88
1114,LOMA VERDE  AVENUE,LOUIS ROAD,VERNON PLACE,90
1115,LOMA VERDE  AVENUE,VERNON PLACE,STOCKTON PLACE,84
1116,LOMA VERDE  AVENUE,STOCKTON PLACE,GREER ROAD,87
1117,LOMA VERDE  AVENUE,GREER ROAD,MADDUX DRIVE,88
1118,LOMA VERDE  AVENUE,MADDUX DRIVE,WEST BAYSHORE  ROAD,91
1119,LOMA VERDE  PLACE,LOMA VERDE  AVENUE,END,92
1120,LORABELLE COURT,MCKELLAR LANE,END,93
1121,LOS PALOS CIRCLE,LOS PALOS AVENUE,END,93
1122,LOS PALOS  AVENUE,ARASTRADERO  ROAD,FAIRMEDE AVENUE,93
1123,LOS PALOS  AVENUE,FAIRMEDE AVENUE,LOS PALOS PLACE,93
1124,LOS PALOS  AVENUE,LOS PALOS PLACE,LOS PALOS CIRCLE,93
1125,LOS PALOS  AVENUE,LOS PALOS CIRCLE,GLENBROOK DRIVE,93
1126,LOS PALOS PLACE,LOS PALOS AVENUE,END,93
1127,LOS ROBLES  AVENUE,RINCON CIRCLE,END,68
1128,LOS ROBLES  AVENUE,CERRITO WAY,RINCON CIRCLE,73
1129,LOS ROBLES  AVENUE,MANZANA LANE,CERRITO WAY,93
1130,LOS ROBLES  AVENUE,LAGUNA AVENUE,MANZANA LANE,81
1131,LOS ROBLES  AVENUE,ORME STREET,LAGUNA WAY,96
1132,LOS ROBLES  AVENUE,AMARANTA AVENUE,ORME STREET,96
1133,LOS ROBLES  AVENUE,ARBOL DRIVE,AMARANTA AVENUE,96
1134,LOS ROBLES  AVENUE,LA DONNA STREET,ARBOL DRIVE,96
1135,LOS ROBLES  AVENUE,EL CAMINO REAL,LA DONNA STREET,96
1136,LOS TRANCOS  ROAD,CITY LIMITS,CITY LIMITS,36
1137,LOUIS ROAD,EMBARCADERO  ROAD,NORTH CALIFORNIA  AVENUE,70
1138,LOUIS ROAD,NORTH CALIFORNIA  AVENUE,ELSINORE DRIVE,73
1139,LOUIS ROAD,ELSINORE DRIVE,GARLAND DRIVE,80
1140,LOUIS ROAD,GARLAND DRIVE,OREGON  EXPRESSWAY,90
1141,LOUIS ROAD,OREGON  EXPRESSWAY,WARREN WAY,87
1142,LOUIS ROAD,WARREN WAY,MARSHALL DRIVE,86
1143,LOUIS ROAD,MARSHALL DRIVE,MORENO AVENUE,89
1144,LOUIS ROAD,MORENO AVENUE,FIELDING DRIVE,76
1145,LOUIS ROAD,FIELDING DRIVE,AMARILLO AVENUE,86
1146,LOUIS ROAD,AMARILLO AVENUE,BRUCE DRIVE,81
1147,LOUIS ROAD,BRUCE DRIVE,SYCAMORE DRIVE,83
1148,LOUIS ROAD,SYCAMORE DRIVE,COLORADO  AVENUE,83
1149,LOUIS ROAD,COLORADO AVENUE,CLARA DRIVE,83
1150,LOUIS ROAD,CLARA DRIVE,ELBRIDGE WAY,88
1151,LOUIS ROAD,ELBRIDGE WAY,STELLING DRIVE,83
1152,LOUIS ROAD,STELLING DRIVE,LOMA VERDE  AVENUE,72
1153,LOUIS ROAD,LOMA VERDE  AVENUE,AMES AVENUE,91
